household_id,Encryption Ratio_mean,Encryption Ratio_std,Reidentification Rate_mean,Reidentification Rate_std,Memory Consumption (MiB)_mean,Memory Consumption (MiB)_std,Summation Error_mean,Summation Error_std,Deviation Error_mean,Deviation Error_std,Encryption Time (NS)_mean,Encryption Time (NS)_std
c996d9cf-7826-4154-b141-e3e5e5a7b4aa.csv,0.2,0.0,0.8734155822207201,0.0,188.0,0.0,-6688.384615,0.0,-89321.153788,0.0,1572000.0,0.0
cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,0.2,0.0,0.8734155822207201,0.0,188.0,0.0,29655.307691999995,0.0,-161.272579,0.0,1560200.0,0.0
cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,0.2,0.0,0.8734155822207201,0.0,188.0,0.0,46436.846154,0.0,-1187.910683,0.0,0.0,0.0
d0af00c0-d13a-48ae-9347-98ad85eebbc2.csv,0.2,0.0,0.8734155822207201,0.0,188.0,0.0,127490.153846,0.0,-484.35162899999995,0.0,1564000.0,0.0
d0d09ece-30bb-431f-b812-4e39bfb33198.csv,0.2,0.0,0.8734155822207201,0.0,188.0,0.0,36258.769231,0.0,-104.285841,0.0,1046000.0,0.0
d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,0.2,0.0,0.8734155822207201,0.0,188.0,0.0,96799.153846,0.0,-501.134617,0.0,1574300.0,0.0
d631238e-0e45-42ac-9627-0a9d1d62fad9.csv,0.2,0.0,0.8734155822207201,0.0,188.0,0.0,39960.846154,0.0,-340.114275,0.0,1582000.0,0.0
d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,0.2,0.0,0.8734155822207201,0.0,188.0,0.0,135611.769231,0.0,-1116.096856,0.0,0.0,0.0
dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,0.2,0.0,0.8734155822207201,0.0,188.0,0.0,88138.538462,0.0,-169.118244,0.0,1571300.0,0.0
e14e44b0-1b85-4343-a618-61e92984adfd.csv,0.2,0.0,0.8734155822207201,0.0,188.0,0.0,47736.538462,0.0,-265.095845,0.0,0.0,0.0
