household_id,Encryption Ratio_mean,Encryption Ratio_std,Reidentification Rate_mean,Reidentification Rate_std,Memory Consumption (MiB)_mean,Memory Consumption (MiB)_std,Summation Error_mean,Summation Error_std,Deviation Error_mean,Deviation Error_std,Encryption Time (NS)_mean,Encryption Time (NS)_std
MAC000248.csv,0.3,0.0,0.4639800995024875,0.0,137.0,0.0,1716.052154,0.0,-0.350898,0.0,0.0,0.0
MAC000252.csv,0.3,0.0,0.4639800995024875,0.0,137.0,0.0,1827.518462,0.0,-1.574556,0.0,10554200.0,0.0
MAC000253.csv,0.3,0.0,0.4639800995024875,0.0,137.0,0.0,1558.325462,0.0,-0.159638,0.0,0.0,0.0
MAC000255.csv,0.3,0.0,0.4639800995024875,0.0,137.0,0.0,3412.664538,0.0,-0.265269,0.0,0.0,0.0
MAC000256.csv,0.3,0.0,0.4639800995024875,0.0,137.0,0.0,3520.9524619999997,0.0,-0.281418,0.0,0.0,0.0
MAC000258.csv,0.3,0.0,0.4639800995024875,0.0,137.0,0.0,1418.7247689999997,0.0,-0.178578,0.0,0.0,0.0
MAC000271.csv,0.3,0.0,0.4639800995024875,0.0,137.0,0.0,1807.45,0.0,-0.130669,0.0,0.0,0.0
MAC000272.csv,0.3,0.0,0.4639800995024875,0.0,137.0,0.0,2087.184231,0.0,-0.18089300000000003,0.0,0.0,0.0
MAC000274.csv,0.3,0.0,0.4639800995024875,0.0,137.0,0.0,3879.908231,0.0,-0.516659,0.0,0.0,0.0
MAC004539.csv,0.3,0.0,0.4639800995024875,0.0,137.0,0.0,723.5118459999999,0.0,-0.035315,0.0,0.0,0.0
